#centrality Npart b_min(fm) b_max(fm)
0.0000e+00      5.00000000e+02      0.00000000e+00      0.00000000e+00
1.0000e-01      2.00000000e+00      3.10441889e-02      2.85550952e+00
2.0000e-01      2.00000000e+00      2.63084285e-02      2.48438048e+00
3.0000e-01      2.00000000e+00      6.41349703e-02      2.29834127e+00
4.0000e-01      2.00000000e+00      1.58437192e-02      2.17822599e+00
5.0000e-01      2.00000000e+00      3.98047306e-02      2.36349201e+00
6.0000e-01      2.00000000e+00      6.85009509e-02      2.34518385e+00
7.0000e-01      2.00000000e+00      5.52970404e-03      2.17468667e+00
8.0000e-01      2.00000000e+00      2.55571399e-02      2.23493338e+00
9.0000e-01      2.00000000e+00      1.99473053e-02      2.11231041e+00
1.0000e+00      2.00000000e+00      2.04846188e-02      2.27384830e+00
2.0000e+00      2.00000000e+00      9.10486653e-03      2.82716966e+00
3.0000e+00      2.00000000e+00      1.29022356e-02      2.61797833e+00
4.0000e+00      2.00000000e+00      6.36888901e-03      2.70931458e+00
5.0000e+00      2.00000000e+00      2.17397436e-02      2.66935277e+00
6.0000e+00      2.00000000e+00      1.16523746e-02      2.81087852e+00
7.0000e+00      2.00000000e+00      2.91509870e-02      2.65172410e+00
8.0000e+00      2.00000000e+00      8.18931591e-03      2.67849588e+00
9.0000e+00      2.00000000e+00      1.70331430e-02      2.70285273e+00
1.0000e+01      2.00000000e+00      6.94877841e-03      2.52706361e+00
1.1000e+01      2.00000000e+00      4.11521830e-03      2.49655509e+00
1.2000e+01      2.00000000e+00      6.39539864e-03      2.93263602e+00
1.3000e+01      2.00000000e+00      1.37550132e-02      2.86443257e+00
1.4000e+01      2.00000000e+00      1.44322664e-02      2.69734931e+00
1.5000e+01      2.00000000e+00      6.60440512e-03      2.89868665e+00
1.6000e+01      2.00000000e+00      1.54762052e-03      2.73935938e+00
1.7000e+01      2.00000000e+00      1.58226062e-02      2.65575910e+00
1.8000e+01      2.00000000e+00      8.47510621e-03      2.76481676e+00
1.9000e+01      2.00000000e+00      2.24092323e-02      2.59262300e+00
2.0000e+01      2.00000000e+00      2.62186080e-02      2.40021157e+00
2.1000e+01      2.00000000e+00      1.69400536e-02      2.47753429e+00
2.2000e+01      2.00000000e+00      1.07783629e-02      2.94069076e+00
2.3000e+01      2.00000000e+00      1.27437869e-02      2.65990996e+00
2.4000e+01      2.00000000e+00      1.77554078e-02      2.64388108e+00
2.5000e+01      2.00000000e+00      1.64107699e-02      2.53149486e+00
2.6000e+01      2.00000000e+00      2.99809072e-02      2.57859135e+00
2.7000e+01      2.00000000e+00      5.66994399e-03      2.53350067e+00
2.8000e+01      2.00000000e+00      2.50777486e-03      2.61314535e+00
2.9000e+01      2.00000000e+00      2.13014949e-02      2.58204365e+00
3.0000e+01      2.00000000e+00      9.37930774e-03      2.58419991e+00
3.1000e+01      2.00000000e+00      8.38769786e-03      2.53392601e+00
3.2000e+01      2.00000000e+00      4.39356640e-03      2.54694605e+00
3.3000e+01      2.00000000e+00      1.01586273e-02      2.79368520e+00
3.4000e+01      2.00000000e+00      2.08812859e-02      2.57356572e+00
3.5000e+01      2.00000000e+00      1.04341172e-02      2.42538381e+00
3.6000e+01      2.00000000e+00      7.94408377e-03      2.69927931e+00
3.7000e+01      2.00000000e+00      1.09681496e-02      2.79161882e+00
3.8000e+01      2.00000000e+00      9.65060573e-03      2.83507919e+00
3.9000e+01      2.00000000e+00      9.41642374e-03      2.63209534e+00
4.0000e+01      2.00000000e+00      5.30735683e-03      2.75739551e+00
4.1000e+01      2.00000000e+00      7.52670923e-03      2.66440153e+00
4.2000e+01      2.00000000e+00      1.64020229e-02      2.46351194e+00
4.3000e+01      2.00000000e+00      1.44785568e-02      2.68630004e+00
